PTPtime,Timestamp, Frame Number, Version Number, Num Detections, Num Tracks, Host Speed, DSPWorkload, ARMWorkload, Host YawDiff, TrackID, TrackX, TrackY, TrackZ,TrackXdot, TrackYdot, TrackZdot, Flag, Class, Confidence
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,1760,0.07,0.26,2.1,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,4843,6.35,-0.6,15.72,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,4895,-3.5,-0.39,14.35,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,4902,-2.71,0.13,8.16,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,4910,7.1,-1.11,16.43,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,4934,-4.18,0.33,9.8,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,5173,0.5,0.41,12.66,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,5174,3.63,2.54,15.9,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,5180,-0.61,0.42,7.43,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,5187,-1.24,-2.67,15.24,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,5224,-1.81,0.3,2.82,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,5237,17.44,6,11.02,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,5241,-1.88,-1.19,19.54,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,5296,8.24,-4.57,16.93,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,5361,14.36,-2.44,14.67,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,5482,-2.14,3.23,14.77,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,5485,-11.04,-5.73,13.69,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,5489,-11.76,5.17,12.95,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,5560,-9.42,6.76,17.84,0,0,0,2,0,0
333348150,1642055416693423,20897,2231021606,1233,20,0,65,54,0,5579,-9.93,0.15,13.96,0.03,0,0.03,2,0,0
400026680,1642055416761075,20898,2231021606,1231,19,0,66,52,0,1760,0.07,0.26,2.1,0,0,0,2,0,0
400026680,1642055416761075,20898,2231021606,1231,19,0,66,52,0,4843,6.39,-0.58,15.7,0,0,0,2,0,0
400026680,1642055416761075,20898,2231021606,1231,19,0,66,52,0,4895,-3.51,-0.39,14.35,0,0,0,2,0,0
400026680,1642055416761075,20898,2231021606,1231,19,0,66,52,0,4902,-2.71,0.13,8.16,0,0,0,2,0,0
400026680,1642055416761075,20898,2231021606,1231,19,0,66,52,0,4910,7.1,-1.12,16.43,0,0,0,2,0,0
400026680,1642055416761075,20898,2231021606,1231,19,0,66,52,0,4934,-4.2,0.32,9.78,0,0,0,2,0,0
400026680,1642055416761075,20898,2231021606,1231,19,0,66,52,0,5173,0.48,0.41,12.67,0,0,0,2,0,0
400026680,1642055416761075,20898,2231021606,1231,19,0,66,52,0,5174,3.61,2.51,15.91,0,0,0,2,0,0
