PTPtime,Timestamp, Frame Number, Version Number, Num Detections, Num Tracks, Host Speed, DSPWorkload, ARMWorkload, Host YawDiff, TrackID, TrackX, TrackY, TrackZ,TrackXdot, TrackYdot, TrackZdot, Flag, Class, Confidence
333378200,1642055497676486,22112,2231021606,624,14,0,60,31,0,7036,0.96,0.18,7.16,0,0,0,2,0,0
333378200,1642055497676486,22112,2231021606,624,14,0,60,31,0,7184,1.5,0.18,10.86,0,0,0,2,0,0
333378200,1642055497676486,22112,2231021606,624,14,0,60,31,0,7249,0.06,0.05,0.46,0,0,0,2,0,0
333378200,1642055497676486,22112,2231021606,624,14,0,60,31,0,7311,5.7,-1.01,21.46,0,0,0,2,0,0
333378200,1642055497676486,22112,2231021606,624,14,0,60,31,0,7456,6.33,-0.36,12.12,0,0,0,2,0,0
333378200,1642055497676486,22112,2231021606,624,14,0,60,31,0,7945,7.05,-5.04,21.04,0,0,0,2,0,0
333378200,1642055497676486,22112,2231021606,624,14,0,60,31,0,7958,-8.5,-0.03,15.57,0,0,0,2,0,0
333378200,1642055497676486,22112,2231021606,624,14,0,60,31,0,7974,4.28,6.19,22.07,0,0,0,2,0,0
333378200,1642055497676486,22112,2231021606,624,14,0,60,31,0,7978,-7.68,-0.07,19.29,0,0,0,2,0,0
333378200,1642055497676486,22112,2231021606,624,14,0,60,31,0,8007,-6.68,0.4,6.16,0,0,0,2,0,0
333378200,1642055497676486,22112,2231021606,624,14,0,60,31,0,8011,1.87,-1.77,11.22,0,0,0,2,0,0
333378200,1642055497676486,22112,2231021606,624,14,0,60,31,0,8013,1.63,4.55,12.01,0,0,0,2,0,0
333378200,1642055497676486,22112,2231021606,624,14,0,60,31,0,8043,6.82,-2.86,15.94,0,0,0,2,0,0
333378200,1642055497676486,22112,2231021606,624,14,0,60,31,0,8085,-6.46,0.22,23.34,0,0,0,2,0,0
400044670,1642055497743881,22113,2231021606,627,14,0,61,30,0,7036,0.96,0.18,7.16,0,0,0,2,0,0
400044670,1642055497743881,22113,2231021606,627,14,0,61,30,0,7184,1.49,0.17,10.86,0,0,0,2,0,0
400044670,1642055497743881,22113,2231021606,627,14,0,61,30,0,7249,0.06,0.05,0.46,0,0,0,2,0,0
400044670,1642055497743881,22113,2231021606,627,14,0,61,30,0,7311,5.7,-1.02,21.46,0,0,0,2,0,0
400044670,1642055497743881,22113,2231021606,627,14,0,61,30,0,7456,6.33,-0.37,12.12,0,0,0,2,0,0
400044670,1642055497743881,22113,2231021606,627,14,0,61,30,0,7945,7.12,-4.95,21.04,0,0,0,2,0,0
400044670,1642055497743881,22113,2231021606,627,14,0,61,30,0,7958,-8.51,-0.04,15.56,0,0,0,2,0,0
400044670,1642055497743881,22113,2231021606,627,14,0,61,30,0,7974,4.31,6.16,22.06,0,0,0,2,0,0
400044670,1642055497743881,22113,2231021606,627,14,0,61,30,0,7978,-7.71,-0.08,19.28,0,0,0,2,0,0
400044670,1642055497743881,22113,2231021606,627,14,0,61,30,0,8007,-6.58,0.4,6.31,0,0,0,2,0,0
400044670,1642055497743881,22113,2231021606,627,14,0,61,30,0,8011,1.87,-1.77,11.22,0,0,0,2,0,0
400044670,1642055497743881,22113,2231021606,627,14,0,61,30,0,8013,1.97,4.53,11.95,0,0,0,2,0,0
400044670,1642055497743881,22113,2231021606,627,14,0,61,30,0,8043,6.82,-2.86,15.94,0,0,0,2,0,0
400044670,1642055497743881,22113,2231021606,627,14,0,61,30,0,8085,-6.46,0.22,23.34,0,0,0,2,0,0
466701150,1642055497811602,22114,2231021606,636,14,0,61,31,0,7036,0.97,0.18,7.16,0,0,0,2,0,0
466701150,1642055497811602,22114,2231021606,636,14,0,61,31,0,7184,1.49,0.17,10.87,0,0,0,2,0,0
466701150,1642055497811602,22114,2231021606,636,14,0,61,31,0,7249,0.06,0.06,0.45,0,0,0,2,0,0
466701150,1642055497811602,22114,2231021606,636,14,0,61,31,0,7311,5.69,-1.03,21.46,0,0,0,2,0,0
466701150,1642055497811602,22114,2231021606,636,14,0,61,31,0,7456,6.33,-0.36,12.14,0,0,0,2,0,0
466701150,1642055497811602,22114,2231021606,636,14,0,61,31,0,7945,7.06,-4.99,21.05,0,0,0,2,0,0
466701150,1642055497811602,22114,2231021606,636,14,0,61,31,0,7958,-8.51,-0.04,15.56,0,0,0,2,0,0
466701150,1642055497811602,22114,2231021606,636,14,0,61,31,0,7974,4.27,6.19,22.07,0,0,0,2,0,0
466701150,1642055497811602,22114,2231021606,636,14,0,61,31,0,7978,-7.7,-0.08,19.29,0,0,0,2,0,0
466701150,1642055497811602,22114,2231021606,636,14,0,61,31,0,8007,-6.48,0.34,6.44,0,0,0,2,0,0
466701150,1642055497811602,22114,2231021606,636,14,0,61,31,0,8011,2.21,-1.6,11.26,0,0,0,2,0,0
466701150,1642055497811602,22114,2231021606,636,14,0,61,31,0,8013,1.96,4.54,11.95,0,0,0,2,0,0
466701150,1642055497811602,22114,2231021606,636,14,0,61,31,0,8043,6.82,-2.86,15.94,0,0,0,2,0,0
466701150,1642055497811602,22114,2231021606,636,14,0,61,31,0,8085,-6.46,0.16,23.36,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,7036,0.96,0.18,7.16,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,7184,1.46,0.08,10.87,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,7249,0.07,0.05,0.45,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,7311,5.68,-1.03,21.46,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,7456,6.34,-0.35,12.13,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,7945,7.13,-4.9,21.05,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,7958,-8.5,-0.05,15.57,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,7974,4.3,6.16,22.07,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,7978,-7.67,-0.07,19.31,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,8007,-6.52,0.34,6.41,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,8011,2.07,-1.56,11.27,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,8013,1.96,4.54,11.95,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,8043,6.84,-2.86,15.93,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,8085,-6.45,0.14,23.37,0,0,0,2,0,0
533363630,1642055497878849,22115,2231021606,648,15,0,60,31,0,8100,7,1.9,16.22,0,0.02,0,2,0,0
600030130,1642055497945270,22116,2231021606,661,14,0,61,33,0,7036,0.97,0.18,7.16,0,0,0,2,0,0
600030130,1642055497945270,22116,2231021606,661,14,0,61,33,0,7184,1.46,0.06,10.88,0,0,0,2,0,0
600030130,1642055497945270,22116,2231021606,661,14,0,61,33,0,7249,0.07,0.05,0.45,0,0,0,2,0,0
