PTPtime,Timestamp, Frame Number, Version Number, Num Detections, Num Tracks, Host Speed, DSPWorkload, ARMWorkload, Host YawDiff, TrackID, TrackX, TrackY, TrackZ,TrackXdot, TrackYdot, TrackZdot, Flag, Class, Confidence
66685280,1642054542430918,7784,2231021606,520,3,0,59,23,0,1760,0.37,0.31,2.44,0,0,0,2,0,0
66685280,1642054542430918,7784,2231021606,520,3,0,59,23,0,1762,0.26,0.68,5.82,0,0,0,2,0,0
66685280,1642054542430918,7784,2231021606,520,3,0,59,23,0,1921,-3.93,0.78,6.41,0.02,0,0.01,2,0,0
133343770,1642054542497656,7785,2231021606,518,2,0,58,23,0,1760,0.36,0.31,2.43,0,0,0,2,0,0
133343770,1642054542497656,7785,2231021606,518,2,0,58,23,0,1762,0.25,0.68,5.82,0,0,0,2,0,0
200022240,1642054542564201,7786,2231021606,522,2,0,58,23,0,1760,0.36,0.31,2.43,0,0,0,2,0,0
200022240,1642054542564201,7786,2231021606,522,2,0,58,23,0,1762,0.24,0.68,5.82,0,0,0,2,0,0
266687720,1642054542630457,7787,2231021606,514,3,0,59,22,0,1760,0.36,0.31,2.42,0,0,0,2,0,0
266687720,1642054542630457,7787,2231021606,514,3,0,59,22,0,1762,0.24,0.68,5.82,0,0,0,2,0,0
266687720,1642054542630457,7787,2231021606,514,3,0,59,22,0,1921,-3.95,0.78,6.43,-0.02,0,-0.01,2,0,0
333349210,1642054542697751,7788,2231021606,520,3,0,58,22,0,1760,0.36,0.32,2.43,0,0,0,2,0,0
333349210,1642054542697751,7788,2231021606,520,3,0,58,22,0,1762,0.24,0.68,5.82,0,0,0,2,0,0
333349210,1642054542697751,7788,2231021606,520,3,0,58,22,0,1921,-4.82,0.69,5.74,-0.02,0,-0.01,2,0,0
400055700,1642054542764436,7789,2231021606,510,3,0,58,23,0,1760,0.36,0.32,2.42,0,0,0,2,0,0
400055700,1642054542764436,7789,2231021606,510,3,0,58,23,0,1762,0.22,0.68,5.82,0,0,0,2,0,0
400055700,1642054542764436,7789,2231021606,510,3,0,58,23,0,1921,-4.82,0.69,5.74,-0.01,0,-0.01,2,0,0
466690160,1642054542830480,7790,2231021606,514,3,0,59,23,0,1760,0.36,0.32,2.42,0,0,0,2,0,0
466690160,1642054542830480,7790,2231021606,514,3,0,59,23,0,1762,0.23,0.68,5.81,0,0,0,2,0,0
466690160,1642054542830480,7790,2231021606,514,3,0,59,23,0,1921,-4.82,0.69,5.74,-0.01,0,-0.01,2,0,0
533363650,1642054542897350,7791,2231021606,517,3,0,58,23,0,1760,0.36,0.32,2.42,0,0,0,2,0,0
533363650,1642054542897350,7791,2231021606,517,3,0,58,23,0,1762,0.23,0.68,5.81,0,0,0,2,0,0
533363650,1642054542897350,7791,2231021606,517,3,0,58,23,0,1921,-4.74,0.74,5.8,-0.01,0,-0.01,2,0,0
600027130,1642054542964261,7792,2231021606,509,3,0,58,22,0,1760,0.36,0.32,2.42,0,0,0,2,0,0
600027130,1642054542964261,7792,2231021606,509,3,0,58,22,0,1762,0.22,0.68,5.81,0,0,0,2,0,0
600027130,1642054542964261,7792,2231021606,509,3,0,58,22,0,1921,-4.74,0.74,5.8,-0.01,0,0,2,0,0
666697620,1642054543030679,7793,2231021606,521,3,0,59,22,0,1760,0.35,0.32,2.41,0,0,0,2,0,0
666697620,1642054543030679,7793,2231021606,521,3,0,59,22,0,1762,0.22,0.68,5.81,0,0,0,2,0,0
666697620,1642054543030679,7793,2231021606,521,3,0,59,22,0,1921,-4.74,0.74,5.8,-0.01,0,0,2,0,0
733398110,1642054543097290,7794,2231021606,510,2,0,58,23,0,1760,0.35,0.32,2.42,0,0,0,2,0,0
733398110,1642054543097290,7794,2231021606,510,2,0,58,23,0,1762,0.24,0.68,5.81,0,0,0,2,0,0
800054590,1642054543164601,7795,2231021606,517,2,0,58,22,0,1760,0.36,0.32,2.42,0,0,0,2,0,0
800054590,1642054543164601,7795,2231021606,517,2,0,58,22,0,1762,0.24,0.68,5.82,0,0,0,2,0,0
866697070,1642054543230267,7796,2231021606,522,2,0,59,23,0,1760,0.36,0.32,2.42,0,0,0,2,0,0
866697070,1642054543230267,7796,2231021606,522,2,0,59,23,0,1762,0.23,0.68,5.82,0,0,0,2,0,0
933391560,1642054543297510,7797,2231021606,522,2,0,58,22,0,1760,0.36,0.31,2.42,0,0,0,2,0,0
933391560,1642054543297510,7797,2231021606,522,2,0,58,22,0,1762,0.22,0.68,5.82,0,0,0,2,0,0
10990,1642054543364747,7798,2231021606,538,2,0,58,23,0,1760,0.36,0.31,2.43,0,0,0,2,0,0
10990,1642054543364747,7798,2231021606,538,2,0,58,23,0,1762,0.22,0.68,5.82,0,0,0,2,0,0
66697470,1642054543430818,7799,2231021606,525,2,0,59,23,0,1760,0.36,0.31,2.43,0,0,0,2,0,0
66697470,1642054543430818,7799,2231021606,525,2,0,59,23,0,1762,0.21,0.68,5.82,0,0,0,2,0,0
133375970,1642054543497645,7800,2231021606,527,2,0,58,23,0,1760,0.36,0.31,2.43,0,0,0,2,0,0
133375970,1642054543497645,7800,2231021606,527,2,0,58,23,0,1762,0.21,0.68,5.83,0,0,0,2,0,0
