PTPtime,Timestamp, Frame Number, Version Number, Num Detections, Num Tracks, Host Speed, DSPWorkload, ARMWorkload, Host YawDiff, TrackID, TrackX, TrackY, TrackZ,TrackXdot, TrackYdot, TrackZdot, Flag, Class, Confidence
133345780,1642054960486423,14055,2231021606,506,2,0,58,23,0,1760,-0.17,0.27,2.31,0,0,0,2,0,0
133345780,1642054960486423,14055,2231021606,506,2,0,58,23,0,1762,0.37,0.66,5.65,0,0,0,2,0,0
200030250,1642054960552834,14056,2231021606,517,2,0,58,22,0,1760,-0.17,0.27,2.31,0,0,0,2,0,0
200030250,1642054960552834,14056,2231021606,517,2,0,58,22,0,1762,0.36,0.66,5.65,0,0,0,2,0,0
266717720,1642054960619689,14057,2231021606,533,2,0,58,22,0,1760,-0.17,0.27,2.31,0,0,0,2,0,0
266717720,1642054960619689,14057,2231021606,533,2,0,58,22,0,1762,0.36,0.66,5.65,0,0,0,2,0,0
333386210,1642054960687109,14058,2231021606,543,2,0,58,22,0,1760,-0.17,0.27,2.31,0,0,0,2,0,0
333386210,1642054960687109,14058,2231021606,543,2,0,58,22,0,1762,0.36,0.66,5.65,0,0,0,2,0,0
400047710,1642054960753019,14059,2231021606,559,2,0,59,23,0,1760,-0.17,0.27,2.31,0,0,0,2,0,0
400047710,1642054960753019,14059,2231021606,559,2,0,59,23,0,1762,0.36,0.66,5.64,0,0,0,2,0,0
466711190,1642054960820041,14060,2231021606,560,2,0,58,23,0,1760,-0.17,0.27,2.31,0,0,0,2,0,0
466711190,1642054960820041,14060,2231021606,560,2,0,58,23,0,1762,0.36,0.66,5.64,0,0,0,2,0,0
533376680,1642054960886732,14061,2231021606,554,2,0,58,23,0,1760,-0.17,0.27,2.3,0,0,0,2,0,0
533376680,1642054960886732,14061,2231021606,554,2,0,58,23,0,1762,0.37,0.66,5.64,0,0,0,2,0,0
600034190,1642054960952737,14062,2231021606,547,2,0,58,22,0,1760,-0.17,0.27,2.31,0,0,0,2,0,0
600034190,1642054960952737,14062,2231021606,547,2,0,58,22,0,1762,0.35,0.66,5.64,0,0,0,2,0,0
666697670,1642054961019991,14063,2231021606,536,2,0,58,23,0,1760,-0.17,0.27,2.3,0,0,0,2,0,0
666697670,1642054961019991,14063,2231021606,536,2,0,58,23,0,1762,0.36,0.65,5.64,0,0,0,2,0,0
733387160,1642054961086460,14064,2231021606,526,2,0,58,23,0,1760,-0.17,0.27,2.3,0,0,0,2,0,0
733387160,1642054961086460,14064,2231021606,526,2,0,58,23,0,1762,0.38,0.66,5.64,0,0,0,2,0,0
800043650,1642054961152946,14065,2231021606,508,2,0,59,22,0,1760,-0.17,0.27,2.3,0,0,0,2,0,0
800043650,1642054961152946,14065,2231021606,508,2,0,59,22,0,1762,0.37,0.65,5.64,0,0,0,2,0,0
866698120,1642054961219459,14066,2231021606,503,2,0,58,23,0,1760,-0.17,0.27,2.3,0,0,0,2,0,0
866698120,1642054961219459,14066,2231021606,503,2,0,58,23,0,1762,0.38,0.65,5.64,0,0,0,2,0,0
933389610,1642054961286669,14067,2231021606,506,2,0,58,22,0,1760,-0.17,0.27,2.3,0,0,0,2,0,0
933389610,1642054961286669,14067,2231021606,506,2,0,58,22,0,1762,0.4,0.65,5.63,0,0,0,2,0,0
22800,1642054961352347,14068,2231021606,510,2,0,58,22,0,1760,-0.16,0.27,2.3,0,0,0,2,0,0
22800,1642054961352347,14068,2231021606,510,2,0,58,22,0,1762,0.4,0.65,5.63,0,0,0,2,0,0
